,Asalariados,Pensionistas,Desempleados,Prestacionistas,Otros_ingresos,Code,Index_Gini,dist_rent_p80_p20,media_edad,percent_menos_18,percernt_mas_65,tamaño_casa_media,percent_casa_unipersonales,habitantes,Renta neta media por persona ,renta_media_hogar,media_unidad_consumo,mediana_unidad_consumo,renta_bruta_persona,renta_bruta_hogar,viviendas_turisticas,plazas,plaza_vivienda_turistica,percent_vivienda_turistica
1104,11563.0,3878.0,129.0,896.0,8307.0,101,33.4,3.1,44.2,13.3,20.0,2.16,44.8,834.0,18.667,40.783,28.289,23.450,24.774,54.126,71,254,3.6,12.7
1105,11842.0,3345.0,227.0,960.0,6772.0,102,41.1,3.7,43.6,15.6,18.0,2.24,41.1,1006.0,17.846,41.173,26.577,22.050,23.147,53.403,77,278,3.6,7.9
1106,13049.0,4399.0,137.0,940.0,7623.0,103,36.6,3.0,45.1,13.9,22.9,2.16,43.0,966.0,19.706,43.316,29.354,24.150,26.148,57.476,28,108,3.9,3.5
1107,10352.0,4475.0,210.0,743.0,11276.0,105,38.8,3.8,44.0,15.6,21.8,2.32,41.4,1058.0,19.957,48.357,30.462,22.750,27.057,65.560,31,155,5.0,4.0
1108,16825.0,4645.0,185.0,749.0,16536.0,107,45.6,3.8,45.7,13.6,23.6,2.11,43.6,742.0,31.141,66.783,48.737,27.650,45.362,97.282,37,175,4.7,7.0
1109,11548.0,4130.0,272.0,693.0,10844.0,108,45.6,4.1,43.9,15.1,19.6,2.26,39.8,941.0,20.318,46.200,30.136,20.650,27.487,62.503,28,100,3.6,3.2
1110,12256.0,6363.0,103.0,755.0,16536.0,109,43.7,3.7,47.3,17.9,28.2,2.71,27.2,1018.0,29.941,82.981,47.115,35.350,42.785,118.580,14,51,3.6,2.8
1111,10731.0,3066.0,278.0,617.0,10605.0,100,38.3,3.9,44.5,11.7,18.7,2.1,42.8,1007.0,19.984,42.416,30.790,16.450,25.298,53.697,64,245,3.8,11.5
1112,10333.0,3350.0,239.0,493.0,2401.0,101,35.4,3.2,43.1,13.8,17.1,1.99,47.4,1337.0,13.571,27.540,19.201,15.750,16.816,34.125,90,319,3.5,9.6
1113,10713.0,1891.0,305.0,388.0,2769.0,102,32.6,3.2,41.6,12.4,12.3,2.01,41.9,800.0,13.207,26.899,18.400,15.750,16.066,32.722,35,137,3.9,5.2
1114,10801.0,4694.0,182.0,514.0,3356.0,103,31.5,2.8,46.4,14.7,24.4,2.22,37.3,1361.0,15.802,35.437,22.690,19.950,19.547,43.836,15,51,3.4,2.9
1115,11522.0,1684.0,269.0,431.0,2879.0,104,34.9,3.1,39.6,17.5,10.6,2.16,44.5,888.0,13.486,29.219,19.415,15.750,16.785,36.367,43,151,3.5,4.9
1116,10309.0,6332.0,161.0,923.0,3416.0,107,30.4,2.5,49.3,11.8,31.7,2.12,41.1,701.0,17.121,36.402,24.007,21.350,21.140,44.947,17,68,4.0,4.1
1117,0.0,0.0,0.0,0.0,0.0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,26,141,5.4,4.1
1118,9870.0,2604.0,333.0,586.0,2564.0,109,36.4,3.4,41.0,15.0,14.7,2.1,43.8,1970.0,13.018,28.047,18.369,15.750,15.957,34.379,91,372,4.1,6.8
1119,10660.0,4609.0,244.0,736.0,5187.0,102,34.4,2.9,45.0,13.6,21.7,2.12,42.0,1377.0,17.248,36.823,24.981,20.650,21.435,45.762,32,117,3.7,3.6
1120,12387.0,2713.0,191.0,740.0,4915.0,103,36.0,3.0,43.3,14.8,17.0,2.05,43.7,872.0,16.312,33.773,23.035,18.550,20.945,43.364,25,91,3.6,3.5
1121,9762.0,3236.0,231.0,689.0,4284.0,104,35.5,3.5,43.3,13.2,19.1,2.2,41.4,1101.0,14.100,31.857,21.197,19.250,18.201,41.123,103,406,3.9,18.6
1122,11868.0,3208.0,212.0,441.0,4670.0,105,37.5,3.4,43.8,13.3,17.0,2.01,48.6,955.0,16.019,33.210,22.515,19.250,20.399,42.290,88,303,3.4,15.7
1123,11175.0,3614.0,192.0,542.0,8614.0,106,37.7,3.4,42.9,14.4,18.4,2.15,43.7,1390.0,17.061,37.613,25.617,22.050,24.137,53.214,106,516,4.9,9.0
1124,13189.0,4857.0,104.0,727.0,9898.0,108,40.3,4.2,45.4,14.1,23.5,2.23,41.3,931.0,21.392,49.038,31.932,26.950,28.775,65.962,81,323,4.0,15.6
1125,14128.0,5224.0,94.0,897.0,16536.0,100,41.7,3.9,47.9,13.6,28.0,2.28,40.4,830.0,26.933,61.846,40.096,30.450,37.802,86.805,30,126,4.2,6.7
1126,12815.0,4903.0,140.0,458.0,16536.0,101,43.2,4.1,44.5,16.3,24.4,2.37,38.3,861.0,24.075,60.403,38.868,28.350,35.574,89.253,37,144,3.9,4.1
1127,15357.0,6085.0,83.0,742.0,14740.0,102,43.2,3.5,48.4,13.2,29.9,2.27,37.6,1276.0,25.906,59.540,39.003,28.700,37.007,85.055,59,224,3.8,5.8
1128,11829.0,4891.0,168.0,745.0,8032.0,104,34.7,3.2,43.9,16.5,24.0,2.39,36.4,1652.0,19.334,46.970,29.458,25.550,25.665,62.352,64,288,4.5,6.5
1129,12269.0,5807.0,126.0,1040.0,6747.0,201,35.9,3.2,47.7,16.2,29.1,2.26,39.8,953.0,19.937,45.209,29.320,26.250,25.989,58.933,13,60,4.6,2.5
1130,12070.0,5565.0,152.0,687.0,6523.0,203,32.9,3.2,45.6,15.6,25.1,2.22,40.7,916.0,18.942,42.500,27.592,24.150,24.997,56.087,18,104,5.8,2.9
1131,10488.0,4617.0,215.0,591.0,3874.0,204,34.5,3.3,45.5,17.1,24.5,2.4,34.2,1460.0,15.509,37.436,23.649,20.650,19.786,47.759,10,29,2.9,1.3
1132,10571.0,4216.0,248.0,685.0,3310.0,206,32.4,2.9,44.6,16.4,22.5,2.42,35.9,1323.0,15.211,37.424,22.571,20.650,19.030,46.821,16,70,4.4,2.4
1133,10814.0,3676.0,213.0,509.0,5062.0,208,35.8,3.4,43.9,17.0,20.0,2.27,37.0,1238.0,16.094,37.360,23.634,19.950,20.274,47.065,25,85,3.4,3.0
1134,11675.0,3612.0,206.0,532.0,3289.0,209,33.5,3.1,42.1,18.8,18.6,2.3,39.3,1101.0,15.482,36.003,22.712,20.650,19.315,44.917,24,81,3.4,4.0
1135,12039.0,3832.0,262.0,754.0,3790.0,200,30.3,2.8,44.1,17.9,21.1,2.4,32.4,968.0,15.907,38.759,24.947,22.750,20.677,50.381,7,22,3.1,1.6
1136,10881.0,3233.0,286.0,725.0,2938.0,203,35.0,3.3,41.8,19.2,17.8,2.21,41.2,1311.0,14.625,32.568,21.413,18.550,18.063,40.225,33,120,3.6,4.6
1137,12279.0,4554.0,169.0,678.0,6078.0,204,35.7,3.4,44.2,15.5,20.4,2.31,39.2,779.0,18.419,43.110,27.177,24.850,23.758,55.608,13,55,4.2,2.9
1138,11200.0,2603.0,311.0,554.0,2287.0,205,34.0,3.1,43.0,13.2,15.6,1.99,47.0,1061.0,13.920,28.031,19.336,17.150,16.955,34.141,44,171,3.9,5.9
1139,11972.0,4411.0,235.0,681.0,5952.0,206,35.1,3.0,45.2,13.9,21.4,2.18,39.2,1364.0,9.958,21.808,26.196,22.050,23.251,50.922,47,193,4.1,4.8
1140,8696.0,6166.0,151.0,727.0,3792.0,208,31.8,2.9,48.1,14.6,29.1,2.32,34.3,670.0,15.849,36.906,23.171,20.650,19.532,45.484,17,52,3.1,4.4
1141,10321.0,3102.0,225.0,804.0,2301.0,209,34.4,3.6,44.9,13.5,18.5,2.01,45.8,1104.0,13.713,27.658,19.013,17.150,16.753,33.790,35,120,3.4,4.8
1142,11483.0,3696.0,212.0,625.0,2875.0,200,37.0,3.5,43.7,15.8,19.8,2.43,33.2,987.0,14.997,36.519,22.060,19.250,18.891,45.999,9,30,3.3,2.0
1143,11359.0,3132.0,273.0,885.0,2964.0,201,34.5,3.1,42.5,16.9,18.1,2.47,33.1,812.0,15.003,37.414,22.330,19.250,18.613,46.417,13,34,2.6,3.4
1144,10326.0,4380.0,300.0,714.0,2961.0,202,29.7,2.6,46.9,14.1,25.0,2.45,29.2,1220.0,11.798,29.398,21.519,19.950,18.680,46.548,10,41,4.1,1.5
1145,10978.0,4195.0,160.0,700.0,2542.0,203,32.0,2.9,45.1,16.0,21.7,2.31,33.5,1159.0,15.077,35.353,22.179,20.650,18.575,43.554,8,30,3.8,1.2
1146,10846.0,4040.0,146.0,661.0,2111.0,204,29.6,2.7,45.9,14.7,22.0,2.19,41.2,685.0,14.526,31.938,20.891,19.250,17.804,39.146,10,31,3.1,2.0
1147,10505.0,3321.0,248.0,438.0,1781.0,205,34.7,3.7,44.3,12.7,19.0,2.22,37.4,725.0,13.250,29.407,19.049,16.450,16.293,36.162,12,41,3.4,2.6
1148,10666.0,3141.0,273.0,843.0,2122.0,206,35.4,3.3,43.6,14.2,19.1,2.06,44.6,939.0,13.995,29.560,19.603,17.150,17.045,36.000,22,64,2.9,3.1
1149,8373.0,2978.0,337.0,932.0,1583.0,200,36.7,3.5,44.2,12.5,18.4,2.15,40.1,792.0,11.512,25.515,16.816,15.050,14.203,31.479,25,109,4.4,5.1
1150,10593.0,2839.0,282.0,616.0,2264.0,201,32.5,3.0,42.4,16.5,16.5,2.26,38.1,1084.0,13.552,30.701,19.941,17.850,16.594,37.593,20,74,3.7,2.9
1151,9424.0,4329.0,286.0,711.0,1888.0,202,34.4,3.0,46.4,12.1,24.8,2.44,31.8,891.0,13.613,33.391,20.409,17.850,16.638,40.809,22,86,3.9,4.6
1152,15974.0,5319.0,116.0,714.0,16536.0,203,39.7,3.4,46.2,16.4,26.6,2.46,31.6,1498.0,27.165,68.295,42.299,31.150,40.182,101.024,28,161,5.8,3.8
1153,16767.0,5247.0,156.0,571.0,16536.0,205,45.6,3.7,46.1,17.2,27.7,2.67,29.5,1043.0,32.242,91.933,52.239,33.250,47.029,133.380,17,68,4.0,4.2
1154,19325.0,5801.0,84.0,871.0,16536.0,206,44.0,3.7,44.3,18.2,24.7,2.6,32.2,768.0,31.786,83.520,50.460,33.950,47.029,125.092,2,10,5.0,0.5
1155,12920.0,5192.0,71.0,743.0,16536.0,207,38.9,3.1,44.4,18.6,24.8,2.6,33.0,1298.0,22.888,59.930,40.855,31.850,37.692,98.691,8,26,3.3,1.1
1156,14824.0,6097.0,73.0,701.0,16536.0,209,40.2,2.8,47.6,14.7,28.1,2.66,27.0,612.0,28.191,76.151,42.907,31.150,39.259,106.049,3,5,1.7,1.1
1157,26674.0,5487.0,161.0,799.0,16536.0,200,39.4,2.9,46.5,15.2,24.8,2.51,34.3,871.0,32.242,91.933,52.239,30.450,47.029,133.380,4,16,4.0,0.9
1158,14411.0,5064.0,124.0,771.0,16536.0,201,39.7,3.0,45.4,16.8,24.4,2.55,31.5,800.0,32.242,87.656,48.084,26.250,47.029,127.655,12,53,4.4,4.0
1159,10625.0,5443.0,190.0,720.0,8675.0,202,36.7,2.9,46.2,17.2,26.0,2.26,38.8,1019.0,19.153,44.027,29.220,24.150,25.653,58.967,7,18,2.6,1.2
1160,14931.0,5663.0,111.0,415.0,11886.0,203,36.3,3.3,47.0,15.7,27.8,2.41,34.0,688.0,23.948,58.124,35.954,31.150,33.006,80.107,4,14,3.5,1.0
1161,11482.0,4881.0,174.0,712.0,6953.0,204,32.9,2.8,45.1,16.6,26.2,2.53,32.5,694.0,18.806,48.067,28.919,25.550,24.203,61.862,8,31,3.9,1.7
1162,14173.0,4725.0,125.0,640.0,10931.0,205,35.5,2.6,43.7,19.5,22.0,2.68,28.5,1361.0,22.329,60.173,33.723,27.650,30.594,82.445,2,3,1.5,0.4
1163,12420.0,5272.0,198.0,538.0,16359.0,206,38.8,3.1,46.0,18.1,26.1,2.62,29.3,931.0,24.165,64.322,39.608,26.950,34.786,92.594,6,25,4.2,1.8
1164,13536.0,5233.0,113.0,839.0,13268.0,207,35.6,3.0,44.9,15.8,25.8,2.58,29.3,803.0,24.439,64.092,37.204,31.850,32.989,86.514,4,29,7.3,1.0
1165,12060.0,4980.0,121.0,680.0,7555.0,200,32.7,2.6,44.8,17.7,24.5,2.29,37.2,1095.0,18.650,43.301,28.669,25.550,25.396,58.966,10,35,3.5,2.0
1166,12149.0,5309.0,181.0,895.0,6704.0,201,32.4,2.9,46.0,18.1,25.7,2.4,34.4,1312.0,19.652,47.258,29.329,24.850,25.239,60.695,4,15,3.8,0.7
1167,12692.0,4529.0,128.0,683.0,6248.0,203,29.8,2.5,43.6,19.7,21.7,2.64,28.2,920.0,18.619,49.633,29.210,27.650,24.281,64.724,8,21,2.6,1.7
1168,13944.0,5827.0,189.0,748.0,7150.0,204,30.3,2.7,46.4,15.7,24.5,2.52,34.1,703.0,21.536,54.381,31.843,28.350,27.859,70.349,4,11,2.8,1.1
1169,12557.0,5177.0,163.0,745.0,7839.0,205,33.9,2.9,44.9,19.2,25.1,2.58,31.3,1320.0,19.499,50.581,30.521,26.250,26.480,68.690,3,7,2.3,0.5
1170,13496.0,4834.0,158.0,677.0,8004.0,207,31.5,2.3,44.8,19.7,23.9,2.54,35.6,979.0,21.020,53.949,32.115,26.950,27.169,69.729,4,15,3.8,1.0
1171,10426.0,4893.0,170.0,971.0,5450.0,301,31.8,2.6,45.3,15.5,25.1,2.43,33.5,841.0,17.522,43.411,26.096,22.750,21.910,54.284,2,2,1.0,0.5
1172,12329.0,4124.0,253.0,614.0,3459.0,302,34.3,2.9,44.4,16.9,20.9,2.26,38.1,1549.0,16.474,37.616,24.185,21.350,20.778,47.444,26,99,3.8,2.3
1173,9859.0,3700.0,285.0,508.0,2657.0,304,37.5,3.7,44.4,14.2,20.4,2.02,43.9,1680.0,13.939,28.615,19.677,17.150,17.009,34.920,33,118,3.6,2.6
1174,12298.0,5757.0,191.0,822.0,4092.0,307,33.9,3.0,47.1,14.4,26.7,2.23,36.4,868.0,18.434,41.536,27.137,24.150,23.159,52.184,23,87,3.8,4.4
1175,10728.0,3492.0,172.0,617.0,2828.0,308,34.8,3.1,42.8,17.2,19.7,2.33,37.3,1249.0,14.354,34.156,21.180,19.250,17.837,42.445,25,79,3.2,3.5
1176,8419.0,3333.0,223.0,821.0,3296.0,300,39.8,4.3,44.7,12.5,19.9,2.28,41.4,1678.0,13.086,30.436,18.939,14.350,16.093,37.428,55,222,4.0,4.7
1177,9957.0,4352.0,204.0,590.0,5501.0,303,39.7,3.6,45.7,13.6,23.3,2.25,40.0,1718.0,16.178,36.897,23.187,18.550,20.604,46.992,19,70,3.7,2.8
1178,0.0,0.0,0.0,0.0,0.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,33,3.7,2.0
1179,13910.0,4141.0,165.0,802.0,5877.0,305,40.4,3.3,44.7,15.3,22.7,2.16,41.1,1026.0,19.106,41.958,28.209,23.450,24.896,54.673,18,75,4.2,2.1
1180,11037.0,3833.0,203.0,683.0,2579.0,307,34.9,3.4,44.5,16.3,20.5,2.26,38.9,1298.0,14.867,33.959,21.477,18.550,18.334,41.879,14,44,3.1,1.3
1181,11606.0,4134.0,192.0,603.0,2375.0,308,32.9,3.0,44.8,15.0,22.4,2.33,35.9,876.0,15.161,35.721,22.463,19.950,18.910,44.555,14,52,3.7,2.0
1182,11536.0,3601.0,212.0,668.0,4441.0,309,34.4,2.9,42.6,17.0,18.7,2.44,35.3,1280.0,15.932,39.971,24.566,20.650,20.458,51.326,8,18,2.3,1.2
1183,12451.0,4699.0,179.0,581.0,3201.0,300,30.9,2.7,45.5,16.0,22.6,2.5,30.2,1418.0,16.658,41.974,24.715,22.050,21.111,53.193,4,18,4.5,0.6
1184,10599.0,2984.0,245.0,792.0,2405.0,301,34.8,3.4,42.5,16.6,18.2,2.4,33.0,1287.0,13.712,33.414,20.517,17.850,17.026,41.491,11,31,2.8,1.1
1185,11032.0,5226.0,197.0,706.0,3850.0,303,33.7,2.9,45.8,17.4,26.4,2.52,32.6,1388.0,16.634,42.712,24.963,22.050,21.010,53.949,8,29,3.6,1.0
1186,11506.0,4368.0,260.0,510.0,2073.0,305,33.0,3.1,44.2,15.5,21.4,2.48,30.6,1042.0,14.989,37.309,22.964,19.950,18.716,46.587,3,15,5.0,0.5
1187,9065.0,5359.0,188.0,730.0,2586.0,306,28.7,2.4,48.0,14.6,28.5,2.39,31.3,1143.0,14.715,35.441,21.946,20.650,17.927,43.178,3,12,4.0,0.4
1188,10750.0,5160.0,195.0,665.0,3505.0,307,30.2,2.8,46.1,16.8,25.5,2.61,27.4,2326.0,16.155,42.723,24.418,22.050,20.276,53.621,2,11,5.5,0.8
1189,11775.0,4083.0,227.0,748.0,6033.0,309,38.2,3.4,45.6,16.9,22.0,2.37,35.0,854.0,17.836,43.098,27.323,18.550,22.866,55.253,4,15,3.8,0.6
1190,11204.0,4641.0,245.0,705.0,4207.0,300,32.3,2.9,43.9,17.0,21.4,2.56,26.3,1091.0,16.647,42.993,24.961,21.350,21.000,54.239,13,37,2.8,2.1
1191,8793.0,4059.0,229.0,719.0,1567.0,302,34.5,3.2,46.5,12.9,25.2,2.17,41.2,861.0,12.889,28.052,18.439,16.450,15.366,33.444,5,14,2.8,1.1
1192,11751.0,5602.0,155.0,756.0,3707.0,303,37.3,3.8,47.4,14.1,26.3,2.41,32.7,937.0,16.911,41.327,24.641,21.350,21.970,53.693,19,64,3.4,3.7
1193,11766.0,5815.0,170.0,595.0,8661.0,304,38.1,3.0,47.4,13.7,27.6,2.45,30.0,1265.0,20.223,49.667,29.792,26.250,27.007,66.328,5,21,4.2,0.8
1194,11163.0,5123.0,231.0,860.0,5038.0,305,33.5,3.0,45.6,14.3,23.7,2.45,31.0,1571.0,17.736,43.640,26.705,22.050,22.415,55.153,11,38,3.5,1.2
1195,11309.0,4789.0,148.0,784.0,4644.0,306,33.0,2.9,44.8,17.3,24.1,2.6,28.8,1516.0,16.896,44.220,25.769,22.750,21.675,56.726,14,64,4.6,1.8
1196,9579.0,4742.0,221.0,671.0,3703.0,307,37.1,3.5,45.4,16.5,23.4,2.52,31.3,1209.0,14.677,37.271,22.702,20.650,18.917,48.039,8,28,3.5,1.2
1197,10817.0,4302.0,117.0,744.0,6903.0,308,32.3,2.6,46.8,14.9,24.3,2.52,31.0,691.0,17.504,43.889,26.534,23.450,22.883,57.377,3,12,4.0,0.9
1198,11193.0,4658.0,185.0,664.0,4457.0,300,35.5,3.2,44.4,15.9,20.1,2.41,36.3,937.0,16.658,40.487,24.281,22.050,21.157,51.422,16,49,3.1,3.7
1199,10938.0,3362.0,277.0,665.0,2894.0,301,33.8,3.3,43.5,17.0,19.2,2.3,37.7,1850.0,14.586,33.830,21.720,19.950,18.136,42.063,16,44,2.8,1.4
1200,11131.0,5616.0,261.0,945.0,4246.0,304,30.6,2.6,47.1,14.3,27.8,2.35,35.2,1450.0,17.758,42.182,26.226,24.150,22.199,52.733,9,38,4.2,1.0
1201,9550.0,4346.0,224.0,713.0,3059.0,306,34.7,3.3,45.5,16.4,25.7,2.38,34.2,1694.0,14.574,34.836,21.314,17.850,17.892,42.767,9,41,4.6,2.4
1202,9234.0,5374.0,203.0,723.0,3478.0,307,35.3,3.4,47.0,12.6,26.4,2.43,29.8,1507.0,15.172,36.976,22.294,18.550,19.011,46.334,17,53,3.1,2.2
1203,11178.0,6137.0,150.0,679.0,4658.0,308,34.4,3.2,46.3,16.3,28.0,2.52,28.4,1790.0,17.753,44.826,26.762,24.150,22.802,57.574,13,53,4.1,1.4
1204,10390.0,5098.0,175.0,816.0,3698.0,309,33.1,2.9,44.6,17.1,23.4,2.37,35.1,1080.0,16.153,38.557,23.663,22.050,20.177,48.164,11,34,3.1,1.8
1205,10748.0,5148.0,177.0,1013.0,4537.0,300,32.3,2.9,46.3,16.2,26.5,2.21,39.1,1263.0,17.160,38.481,25.083,22.050,21.622,48.487,3,8,2.7,0.4
1206,9851.0,4161.0,231.0,742.0,2110.0,302,33.1,3.2,44.9,16.2,22.4,2.38,34.1,1950.0,13.977,33.517,20.484,18.550,17.094,40.992,14,51,3.6,1.2
1207,10018.0,2884.0,244.0,638.0,2995.0,303,34.5,3.2,44.4,14.6,19.8,2.36,35.0,930.0,13.398,31.851,20.055,17.850,16.778,39.886,10,44,4.4,1.9
1208,12274.0,7885.0,143.0,679.0,10208.0,305,34.6,2.7,50.8,10.7,34.3,2.43,29.0,798.0,23.889,58.388,34.753,26.250,31.189,76.229,7,21,3.0,1.8
1209,10383.0,6744.0,134.0,946.0,2667.0,401,32.2,3.1,48.4,11.2,30.0,2.39,32.9,1162.0,16.783,40.667,24.360,22.750,20.875,50.584,22,88,4.0,2.8
1210,5943.0,3679.0,216.0,507.0,1364.0,402,32.5,2.8,44.8,16.4,25.2,2.39,29.3,761.0,10.173,24.552,14.668,13.650,11.709,28.260,3,16,5.3,0.6
1211,9420.0,3827.0,279.0,716.0,1928.0,403,30.8,2.7,44.7,16.1,21.3,2.55,26.0,1454.0,13.193,33.691,20.048,17.850,16.169,41.293,3,8,2.7,0.4
1212,7540.0,4195.0,196.0,683.0,1559.0,404,28.6,2.6,47.2,14.0,29.4,2.29,33.2,858.0,12.143,28.089,17.570,16.450,14.173,32.786,0,0,0.0,0.0
1213,11265.0,7075.0,127.0,888.0,3025.0,405,28.0,2.4,47.8,12.1,28.9,2.55,23.4,1189.0,18.031,46.072,26.595,24.150,22.381,57.185,1,3,3.0,0.2
1214,10386.0,6132.0,205.0,830.0,2326.0,406,29.0,2.6,47.1,12.3,27.5,2.59,22.7,1472.0,16.191,42.120,24.002,22.050,19.879,51.713,2,7,3.5,0.3
1215,8351.0,5015.0,249.0,928.0,1582.0,407,35.4,3.5,47.0,11.9,25.9,2.27,34.7,1307.0,13.483,30.966,19.268,17.150,16.125,37.036,11,46,4.2,1.4
1216,8228.0,5042.0,280.0,574.0,1893.0,408,41.1,4.8,45.2,12.7,24.5,2.35,33.5,876.0,13.249,31.383,18.881,14.350,16.017,37.940,7,33,4.7,1.2
1217,6533.0,4030.0,262.0,583.0,1046.0,409,34.5,3.1,45.2,13.1,25.1,2.45,29.9,1071.0,10.740,26.301,15.417,13.650,12.454,30.498,1,6,6.0,0.2
