,Asalariados,Pensionistas,Desempleados,Prestacionistas,Otros_ingresos,Code,Index_Gini,dist_rent_p80_p20,media_edad,percent_menos_18,percernt_mas_65,tama√±o_casa_media,percent_casa_unipersonales,habitantes,Renta neta media por persona ,renta_media_hogar,media_unidad_consumo,mediana_unidad_consumo,renta_bruta_persona,renta_bruta_hogar,viviendas_turisticas,plazas,plaza_vivienda_turistica,percent_vivienda_turistica
1455,8065.0,3539.0,330.0,449.0,1071.0,1050,28.3,2.3,43.9,17.2,21.2,2.51,26.8,1220.0,11.381,28.688,16.751,15.750,13.453,33.912,5,16,3.2,0.8
1456,9011.0,2471.0,283.0,491.0,1310.0,1051,27.8,2.5,41.8,18.9,16.9,2.59,23.2,1283.0,11.418,29.565,17.003,16.450,13.565,35.126,4,5,1.3,0.7
1457,13897.0,2833.0,207.0,744.0,2992.0,1052,29.9,2.6,40.3,20.7,12.7,2.76,21.5,2092.0,16.272,45.390,25.396,23.450,20.674,57.668,6,27,4.5,0.6
1458,13607.0,2598.0,171.0,512.0,2739.0,1053,34.2,3.1,39.7,19.5,11.1,2.47,31.7,2209.0,15.333,38.305,22.961,21.350,19.626,49.032,25,83,3.3,1.8
1459,10456.0,2046.0,303.0,603.0,1451.0,1054,34.4,2.9,40.1,17.9,15.1,2.3,37.4,1713.0,12.232,28.496,17.948,15.750,14.859,34.617,15,63,4.2,1.6
1460,6841.0,1825.0,283.0,542.0,837.0,1101,36.4,3.2,40.3,17.8,13.0,2.64,29.2,1284.0,8.874,24.294,13.510,11.550,10.326,28.270,19,78,4.1,2.9
1461,5953.0,1943.0,285.0,553.0,746.0,1102,39.4,4.1,40.2,18.5,14.5,2.57,33.2,1461.0,8.256,21.732,12.296,10.150,9.480,24.955,27,88,3.3,3.4
1462,9887.0,3341.0,214.0,590.0,1633.0,1104,33.2,3.0,43.8,17.5,21.6,2.5,27.8,1266.0,12.792,32.941,19.106,17.150,15.666,40.342,21,88,4.2,3.5
1463,8848.0,3002.0,284.0,510.0,1386.0,1105,32.8,3.0,42.6,17.4,18.0,2.5,30.7,1693.0,11.817,29.659,17.620,15.050,14.031,35.215,23,104,4.5,2.3
1464,10162.0,4294.0,269.0,595.0,2004.0,1106,31.1,2.7,45.5,15.4,22.4,2.41,33.5,1136.0,14.105,34.281,21.030,19.250,17.324,42.105,35,135,3.9,6.2
1465,7090.0,2938.0,283.0,500.0,967.0,1108,37.2,3.9,44.0,15.4,20.1,2.3,37.0,1981.0,10.034,23.618,14.414,12.950,11.778,27.722,9,36,4.0,1.9
1466,10885.0,2552.0,220.0,629.0,1487.0,1109,33.6,2.9,40.5,20.7,14.9,2.57,28.2,2310.0,12.774,32.945,19.309,17.150,15.772,40.677,26,100,3.8,2.7
1467,0.0,0.0,0.0,0.0,0.0,1110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,57,226,4.0,5.1
1468,8265.0,3735.0,255.0,584.0,1624.0,1111,35.6,3.2,45.0,15.4,22.0,2.37,35.4,1498.0,12.060,29.145,17.562,15.050,14.463,34.953,46,208,4.5,4.5
1469,8387.0,4982.0,259.0,456.0,1456.0,1112,29.3,2.4,48.7,11.4,28.5,2.32,35.5,705.0,13.014,30.454,18.747,16.450,15.541,36.368,45,198,4.4,10.2
1470,5977.0,2962.0,262.0,518.0,720.0,1113,40.2,4.8,42.0,19.4,20.1,2.48,35.8,1122.0,9.067,22.688,13.140,10.850,10.440,26.123,39,218,5.6,7.8
1471,9118.0,4515.0,290.0,757.0,1762.0,1115,33.0,3.1,48.5,13.5,28.3,2.24,37.8,855.0,13.618,30.936,19.637,17.850,16.442,37.351,22,89,4.0,3.7
1472,7153.0,2765.0,360.0,432.0,726.0,1117,32.9,3.3,43.6,15.4,18.3,2.39,34.7,786.0,9.736,23.956,14.383,13.650,11.435,28.138,32,124,3.9,5.4
1473,7651.0,3589.0,262.0,569.0,1125.0,1118,34.7,3.4,46.1,15.6,24.8,2.29,36.2,854.0,11.125,25.907,16.262,15.050,13.197,30.731,19,76,4.0,3.9
1474,7127.0,3929.0,338.0,755.0,1777.0,1119,34.7,3.3,47.9,12.0,27.3,2.11,45.4,890.0,11.701,25.799,16.449,14.350,13.926,30.707,49,273,5.6,5.6
1475,6870.0,3132.0,251.0,746.0,1754.0,1121,38.7,4.3,44.9,14.9,21.0,2.21,41.0,1199.0,10.645,24.209,15.111,12.950,12.753,29.002,38,163,4.3,3.8
1476,6209.0,2849.0,280.0,689.0,992.0,1122,45.3,4.8,41.5,20.8,18.8,2.38,40.9,930.0,9.312,23.393,13.249,10.850,11.018,27.681,58,228,3.9,7.7
1477,4474.0,2541.0,344.0,758.0,1028.0,1124,41.0,4.8,43.0,16.1,18.9,2.56,31.0,808.0,8.091,21.118,11.797,10.150,9.145,23.869,38,144,3.8,4.8
1478,6034.0,3489.0,315.0,690.0,568.0,1126,31.6,3.0,46.7,14.8,26.8,2.38,32.0,1447.0,9.734,23.281,14.200,13.650,11.097,26.542,9,42,4.7,1.9
1479,0.0,0.0,0.0,0.0,0.0,1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11,43,3.9,2.1
1480,7359.0,3711.0,301.0,591.0,905.0,1128,33.0,2.6,47.0,14.7,26.6,2.27,32.9,655.0,10.868,26.130,15.872,13.650,12.868,30.938,9,36,4.0,2.8
1481,8109.0,3024.0,262.0,823.0,573.0,1129,34.5,2.8,45.0,16.4,23.1,2.38,36.5,768.0,10.730,25.883,15.851,12.950,12.791,30.855,16,64,4.0,4.3
1482,7079.0,3433.0,345.0,598.0,765.0,1130,31.8,2.7,44.8,14.3,21.5,2.31,35.6,1245.0,10.557,24.479,15.391,13.650,12.220,28.334,31,138,4.5,3.6
1483,8649.0,3448.0,287.0,730.0,874.0,1131,31.6,2.7,45.7,14.0,23.4,2.36,32.2,939.0,11.736,27.965,17.006,15.050,13.988,33.331,32,118,3.7,4.9
1484,5066.0,2332.0,379.0,605.0,637.0,1132,42.8,4.8,41.5,16.7,16.0,2.57,30.2,1022.0,7.829,21.238,11.335,9.450,9.018,24.463,11,42,3.8,3.3
1485,8829.0,3869.0,299.0,743.0,897.0,1133,29.1,2.6,45.5,15.4,23.1,2.6,22.2,1772.0,12.354,32.401,18.490,17.150,14.638,38.389,17,74,4.4,2.3
1486,8028.0,4302.0,301.0,889.0,1046.0,1134,29.2,2.6,48.6,11.3,26.0,2.34,30.1,1492.0,12.355,29.386,17.958,16.450,14.567,34.645,21,92,4.4,2.4
1487,7123.0,3619.0,297.0,854.0,612.0,1135,33.8,3.1,46.7,11.4,20.5,2.39,30.7,1013.0,10.813,26.102,15.595,14.350,12.506,30.189,23,115,5.0,3.9
1488,5946.0,2599.0,294.0,505.0,470.0,1136,32.6,3.0,43.9,14.4,20.0,2.43,33.6,898.0,8.642,21.496,12.606,11.550,9.813,24.409,11,33,3.0,2.7
1489,5335.0,3742.0,257.0,725.0,550.0,1137,34.1,3.2,44.9,17.0,23.7,2.27,39.8,834.0,9.333,21.279,13.188,11.550,10.609,24.189,13,58,4.5,2.1
1490,9000.0,3140.0,218.0,625.0,2044.0,1138,38.2,3.7,45.2,14.3,21.6,2.45,28.3,1450.0,12.363,30.731,18.423,15.750,15.027,37.355,64,359,5.6,8.1
1491,6443.0,3321.0,298.0,650.0,735.0,1139,31.8,2.8,45.6,13.7,24.6,2.25,35.1,1254.0,9.970,22.654,14.263,13.300,11.447,26.010,23,109,4.7,3.0
1492,12417.0,3676.0,226.0,825.0,1681.0,1140,30.0,2.4,43.6,14.1,16.6,2.63,25.9,1184.0,15.271,40.184,22.797,19.950,18.825,49.536,14,41,2.9,2.3
1493,9949.0,3305.0,253.0,648.0,825.0,1141,31.5,2.7,43.2,16.4,19.9,2.39,29.0,2379.0,12.395,30.354,18.387,16.450,14.980,36.684,8,50,6.3,0.6
1494,3884.0,2387.0,335.0,664.0,219.0,1142,37.9,4.8,44.1,17.0,20.7,2.54,32.7,1278.0,6.815,18.493,9.944,9.450,7.489,20.323,21,92,4.4,3.1
1495,6503.0,2502.0,289.0,376.0,479.0,1144,38.5,3.8,40.6,19.1,16.7,2.78,26.2,968.0,8.549,24.380,13.278,11.550,10.149,28.941,4,12,3.0,0.7
1496,5141.0,2695.0,271.0,725.0,301.0,1145,36.4,3.5,43.7,17.1,20.4,2.44,30.1,958.0,8.044,19.813,11.977,9.450,9.133,22.497,7,21,3.0,2.1
1497,6208.0,2598.0,359.0,756.0,487.0,1146,35.4,3.2,43.2,17.1,20.8,2.56,29.8,1399.0,9.061,23.592,13.389,11.550,10.409,27.102,11,47,4.3,1.8
1498,5869.0,2685.0,190.0,528.0,1047.0,1147,37.0,3.5,42.6,20.3,20.0,2.56,27.0,1363.0,8.772,22.999,13.209,10.850,10.317,27.050,7,19,2.7,0.6
1499,6179.0,2442.0,269.0,559.0,346.0,1148,32.9,3.0,42.4,18.0,19.9,2.71,25.0,1225.0,8.494,23.403,12.650,11.550,9.796,26.989,1,6,6.0,0.2
1500,6361.0,4419.0,273.0,812.0,855.0,1150,28.0,2.3,48.6,10.7,28.6,2.37,27.9,1282.0,11.111,26.498,15.877,15.050,12.720,30.336,12,58,4.8,1.8
1501,10882.0,4158.0,263.0,670.0,1410.0,1151,29.5,2.6,46.4,13.6,25.3,2.51,23.4,1103.0,14.079,35.539,21.083,18.550,17.383,43.881,4,22,5.5,0.7
1502,12739.0,3110.0,196.0,685.0,2754.0,1152,30.4,2.5,42.0,16.3,14.9,2.77,19.1,1911.0,15.284,42.548,23.316,19.950,19.485,54.244,5,22,4.4,0.5
1503,8731.0,2232.0,263.0,674.0,817.0,1153,27.5,2.3,40.4,20.2,13.0,2.68,22.3,1756.0,10.871,29.231,16.419,15.050,12.717,34.193,14,47,3.4,1.9
1504,9179.0,2237.0,274.0,840.0,1228.0,1154,30.0,2.5,40.8,20.5,14.2,2.65,24.7,1168.0,11.453,30.699,17.459,15.750,13.758,36.876,7,14,2.0,1.6
1505,6189.0,3140.0,233.0,640.0,988.0,1201,34.6,2.9,45.5,12.3,23.0,2.27,35.6,1846.0,9.734,22.430,13.840,11.550,11.191,25.788,13,39,3.0,1.9
1506,8529.0,3272.0,298.0,591.0,1237.0,1202,33.6,3.3,43.9,15.6,19.4,2.37,34.2,1145.0,11.681,28.373,17.043,15.050,13.927,33.827,4,8,2.0,0.7
1507,7785.0,2995.0,263.0,639.0,737.0,1203,32.7,3.0,45.3,12.8,20.9,2.49,31.5,1596.0,10.575,26.730,15.452,14.350,12.419,31.391,5,18,3.6,0.5
1508,6292.0,3131.0,347.0,486.0,840.0,1206,33.5,3.0,45.1,13.4,23.2,2.47,32.0,2000.0,9.698,24.429,14.084,12.250,11.095,27.948,7,17,2.4,1.2
1509,8348.0,3766.0,293.0,717.0,1158.0,1208,31.8,3.0,45.1,13.6,21.8,2.49,28.9,1360.0,12.019,30.327,17.771,16.450,14.282,36.037,12,29,2.4,2.0
1510,6532.0,4360.0,246.0,451.0,858.0,1209,29.9,2.5,48.7,11.4,31.2,2.28,34.4,1038.0,10.818,24.798,15.514,14.350,12.446,28.531,7,26,3.7,1.2
1511,6851.0,3492.0,333.0,830.0,814.0,1210,31.2,2.4,46.8,13.3,26.1,2.35,33.2,1463.0,10.754,25.427,15.432,14.350,12.320,29.132,25,95,3.8,3.8
1512,6938.0,2604.0,252.0,758.0,926.0,1211,34.9,3.7,42.3,15.8,17.9,2.51,33.7,1037.0,9.895,24.971,14.708,12.950,11.478,28.965,4,14,3.5,0.7
1513,7609.0,2689.0,274.0,560.0,932.0,1212,32.6,2.9,43.0,17.1,19.3,2.62,28.7,1595.0,10.252,27.086,15.266,13.650,12.063,31.873,16,54,3.4,1.8
1514,9059.0,2692.0,322.0,616.0,1093.0,1213,32.6,2.8,41.9,17.6,16.8,2.62,25.7,2068.0,11.528,30.568,17.613,15.750,13.782,36.545,11,40,3.6,1.2
1515,9018.0,2022.0,278.0,542.0,785.0,1214,35.0,3.2,39.8,21.9,14.0,2.77,23.7,1765.0,10.499,29.471,16.231,14.350,12.645,35.496,12,39,3.3,1.7
1516,6563.0,2485.0,337.0,610.0,771.0,1215,34.8,3.0,42.5,16.4,18.0,2.45,30.2,1126.0,9.302,23.099,13.802,11.550,10.765,26.734,10,34,3.4,1.4
1517,13039.0,1517.0,214.0,420.0,1278.0,1216,30.8,2.7,36.7,25.3,7.8,2.69,23.8,1888.0,13.231,36.185,20.697,19.250,16.469,45.040,21,87,4.1,3.0
1518,9680.0,3307.0,226.0,608.0,1956.0,1218,35.4,3.5,43.6,16.5,21.3,2.36,33.7,1380.0,12.958,30.908,19.104,17.850,15.779,37.636,13,63,4.8,1.5
1519,9175.0,2912.0,276.0,700.0,1666.0,1219,36.5,3.4,43.6,14.1,19.0,2.41,33.1,1174.0,12.256,29.959,18.058,15.050,14.730,36.006,8,21,2.6,1.0
1520,9534.0,4182.0,168.0,486.0,1329.0,1220,29.5,2.9,46.5,13.6,24.7,2.52,26.9,1235.0,13.005,33.095,19.320,18.550,15.698,39.946,6,24,4.0,1.0
1521,7973.0,3785.0,224.0,667.0,1259.0,1221,34.0,2.8,44.1,15.6,21.9,2.5,31.2,1928.0,11.701,29.830,17.496,15.750,13.909,35.459,14,53,3.8,4.1
1522,7530.0,3774.0,303.0,819.0,865.0,1223,30.2,2.9,45.5,13.0,24.2,2.39,31.8,1134.0,11.426,27.448,16.619,15.750,13.291,31.927,17,58,3.4,3.3
1523,8762.0,4155.0,265.0,729.0,1557.0,1224,33.9,3.2,43.3,15.9,21.3,2.6,28.0,1820.0,12.839,33.708,19.028,16.450,15.467,40.605,2,8,4.0,0.2
1524,10519.0,2111.0,265.0,596.0,1040.0,1225,30.1,2.7,40.5,20.8,11.3,2.62,23.2,2381.0,12.015,31.800,18.232,17.150,14.530,38.458,7,25,3.6,0.6
1525,5804.0,3001.0,312.0,633.0,701.0,1226,28.5,2.6,45.1,15.1,25.0,2.47,29.1,1274.0,9.270,23.055,13.604,12.950,10.451,25.994,3,12,4.0,0.4
1526,4924.0,1998.0,298.0,455.0,367.0,1227,32.8,3.0,41.7,16.6,16.6,2.58,30.3,1260.0,7.225,19.067,10.702,10.150,8.040,21.220,4,11,2.8,0.8
1527,7230.0,3420.0,291.0,727.0,1145.0,1228,31.1,2.6,45.9,13.1,24.6,2.46,26.2,1609.0,11.039,27.351,16.018,14.350,12.814,31.749,14,59,4.2,1.4
1528,6617.0,2433.0,315.0,546.0,908.0,1229,35.4,3.1,43.0,16.5,19.8,2.46,28.7,1200.0,9.399,23.823,14.048,12.250,10.820,27.425,9,28,3.1,1.6
1529,7416.0,3277.0,255.0,738.0,865.0,1230,32.1,2.8,44.9,15.9,22.7,2.32,36.0,1457.0,10.781,25.116,15.504,13.650,12.552,29.241,11,41,3.7,1.6
1530,8310.0,2443.0,343.0,506.0,1022.0,1231,32.9,3.0,43.2,15.9,17.6,2.47,29.4,1367.0,10.714,26.570,15.718,14.350,12.624,31.306,9,45,5.0,1.5
1531,5663.0,3092.0,274.0,525.0,692.0,1232,32.7,2.8,44.1,16.1,22.5,2.46,32.4,919.0,8.971,22.106,13.324,12.250,10.245,25.245,15,63,4.2,3.4
1532,8046.0,3800.0,276.0,665.0,1148.0,1233,29.5,2.6,46.4,13.4,26.4,2.44,28.6,1320.0,11.864,29.225,17.382,15.750,13.935,34.327,9,32,3.6,1.4
1533,7903.0,3272.0,279.0,600.0,1149.0,1234,36.6,3.3,44.4,14.8,21.3,2.45,31.3,1003.0,11.046,27.741,16.523,14.350,13.203,33.159,7,32,4.6,1.1
1534,8225.0,3656.0,283.0,600.0,1579.0,1235,33.7,2.8,45.2,13.9,21.6,2.4,34.6,923.0,12.001,29.667,17.282,15.050,14.343,35.456,9,33,3.7,1.2
1535,8696.0,3430.0,259.0,716.0,1043.0,1236,35.0,3.5,42.8,14.2,17.8,2.64,24.5,1520.0,11.089,29.280,17.577,15.750,14.144,37.349,13,39,3.0,1.0
1536,16505.0,3980.0,158.0,607.0,7197.0,1237,35.7,2.8,39.2,24.3,15.4,2.71,25.7,2142.0,20.876,57.510,33.235,28.350,28.447,78.368,21,92,4.4,1.9
1537,12459.0,2273.0,168.0,650.0,1502.0,1238,26.7,2.3,41.2,18.3,12.7,2.77,20.1,1908.0,13.685,38.065,20.848,19.250,17.052,47.430,7,26,3.7,0.9
1538,9177.0,3723.0,225.0,767.0,897.0,1239,30.3,2.5,44.9,15.1,21.2,2.66,21.9,1527.0,12.344,32.909,18.587,17.150,14.789,39.429,4,16,4.0,0.5
1539,11357.0,2537.0,286.0,622.0,1329.0,1240,30.1,2.6,40.2,20.3,12.8,2.6,25.1,1761.0,13.215,34.508,20.064,19.250,16.131,42.124,13,37,2.8,1.8
1540,18383.0,2738.0,132.0,632.0,7357.0,1241,33.2,2.6,37.5,26.3,11.3,2.83,23.1,2200.0,20.657,58.930,34.630,30.450,29.242,83.423,19,90,4.7,1.1
1541,16713.0,2048.0,165.0,437.0,5628.0,1242,34.8,3.2,36.8,26.6,9.6,2.74,25.5,2821.0,18.385,51.342,30.252,26.950,24.990,69.789,24,103,4.3,1.8
1542,9335.0,3798.0,199.0,584.0,960.0,1243,28.6,2.5,45.6,13.8,21.7,2.58,23.6,1261.0,12.442,32.360,18.338,16.450,14.877,38.692,13,38,2.9,2.5
1543,13435.0,3229.0,168.0,664.0,3660.0,1244,32.6,2.8,41.1,20.4,15.9,2.84,21.9,1518.0,16.324,46.630,25.538,22.050,21.156,60.434,11,39,3.5,1.6
1544,20758.0,1700.0,137.0,493.0,4873.0,1245,33.7,2.9,36.2,29.6,8.8,2.89,21.6,1959.0,20.222,59.635,32.787,29.050,27.960,82.454,7,18,2.6,0.9
1545,19361.0,2188.0,181.0,652.0,4438.0,1246,30.7,2.6,35.9,29.8,9.9,2.87,21.5,1669.0,19.774,57.346,32.088,28.350,26.820,77.777,8,32,4.0,0.0
1546,9429.0,3248.0,235.0,671.0,830.0,1301,32.2,2.7,44.0,16.7,22.4,2.48,25.7,1938.0,11.966,29.836,17.874,15.750,14.414,35.941,3,4,1.3,0.4
1547,9333.0,4237.0,204.0,815.0,1015.0,1302,28.8,2.4,45.8,15.8,24.6,2.49,26.5,2068.0,13.083,32.900,19.369,17.850,15.603,39.235,4,9,2.3,0.4
1548,9151.0,3802.0,236.0,827.0,831.0,1303,29.2,2.9,45.6,12.3,22.6,2.5,23.6,848.0,12.559,31.435,18.472,17.150,14.846,37.160,2,14,7.0,0.5
1549,5628.0,3561.0,330.0,840.0,597.0,1304,35.0,3.0,46.4,14.2,24.5,2.2,42.7,1214.0,9.783,22.211,13.790,11.550,10.955,24.873,16,62,3.9,3.3
1550,10102.0,3221.0,206.0,541.0,1744.0,1305,30.3,2.5,44.1,14.3,20.0,2.64,22.9,1544.0,12.948,34.194,19.609,17.850,15.814,41.762,6,20,3.3,0.8
1551,6434.0,3881.0,250.0,627.0,1375.0,1307,33.6,3.1,47.7,11.6,28.4,2.34,31.2,900.0,10.803,25.263,15.502,13.650,12.566,29.387,4,20,5.0,0.7
1552,8246.0,4891.0,216.0,585.0,1454.0,1308,33.8,3.1,46.9,10.8,28.5,2.35,30.1,1374.0,12.790,30.377,18.468,17.150,15.392,36.557,16,52,3.3,1.8
1553,5581.0,3688.0,265.0,531.0,778.0,1309,31.9,2.8,46.4,13.2,30.0,2.47,29.1,918.0,9.521,23.735,13.960,12.950,10.842,27.030,8,28,3.5,1.9
1554,11165.0,5299.0,196.0,950.0,1843.0,1310,28.9,2.3,48.4,9.9,27.7,2.49,22.6,1392.0,15.804,39.800,23.135,21.350,19.453,48.989,5,23,4.6,0.8
1555,10386.0,6630.0,256.0,682.0,2247.0,1311,32.7,2.9,47.9,9.9,30.8,2.18,36.0,668.0,16.490,36.688,23.426,20.650,20.199,44.942,9,28,3.1,1.9
1556,11518.0,4802.0,215.0,760.0,2068.0,1312,31.3,2.8,45.4,12.5,23.0,2.33,33.4,1919.0,15.649,36.975,22.851,21.350,19.362,45.747,11,52,4.7,0.9
1557,12393.0,7133.0,177.0,772.0,2824.0,1313,34.7,3.1,46.7,12.5,28.5,2.3,36.4,870.0,18.623,42.953,27.638,23.450,23.299,53.738,5,21,4.2,0.7
1558,11651.0,5200.0,196.0,567.0,2993.0,1314,34.9,3.2,44.2,13.2,23.2,2.23,37.4,1503.0,16.429,37.330,24.033,22.050,20.607,46.822,10,31,3.1,0.8
1559,8414.0,5833.0,228.0,794.0,3252.0,1315,33.7,3.0,48.5,12.6,28.4,2.23,37.2,995.0,14.970,33.752,21.355,19.250,18.521,41.757,9,25,2.8,1.1
1560,4962.0,1834.0,333.0,598.0,845.0,1316,41.1,4.5,40.2,15.7,13.0,2.48,35.7,1688.0,7.538,19.456,11.069,8.750,8.572,22.126,7,42,6.0,0.8
1561,7857.0,3974.0,266.0,655.0,1325.0,1317,35.7,3.4,46.3,13.1,24.5,2.46,32.4,1402.0,11.879,29.569,17.344,15.750,14.078,35.042,7,21,3.0,0.8
1562,9498.0,4242.0,258.0,471.0,1424.0,1319,31.5,2.9,46.7,12.2,26.6,2.44,29.9,1012.0,12.978,31.872,19.086,17.150,15.894,39.033,12,26,2.2,2.0
1563,9092.0,4563.0,178.0,562.0,1266.0,1320,28.7,2.5,48.2,11.4,28.3,2.3,32.9,700.0,13.077,30.263,19.131,18.550,15.662,36.244,3,8,2.7,0.6
1564,9961.0,7123.0,196.0,653.0,2711.0,1321,34.0,3.1,47.9,9.5,29.7,2.33,30.9,1165.0,16.717,39.535,24.096,21.350,20.643,48.820,11,41,3.7,1.6
1565,12247.0,5383.0,157.0,585.0,2889.0,1322,31.4,2.5,46.0,12.9,24.1,2.53,29.1,1156.0,16.788,43.267,25.528,22.750,21.261,54.795,3,6,2.0,0.4
1566,14013.0,4395.0,166.0,725.0,3026.0,1323,29.7,2.6,44.0,15.2,21.1,2.46,32.9,1635.0,17.463,43.413,25.981,24.150,22.325,55.502,9,31,3.4,0.8
1567,11693.0,4850.0,192.0,680.0,2779.0,1324,33.1,3.1,45.7,14.3,24.9,2.31,33.9,1658.0,16.016,37.826,23.507,21.350,20.194,47.695,8,27,3.4,0.6
1568,13384.0,4305.0,173.0,702.0,3761.0,1325,33.8,3.1,44.1,14.7,20.2,2.51,27.8,2009.0,17.327,44.317,25.943,22.050,22.325,57.100,21,67,3.2,2.0
1569,11496.0,6525.0,197.0,747.0,3201.0,1326,30.3,2.7,46.4,14.3,27.3,2.65,27.7,1090.0,17.701,47.042,26.869,24.850,22.165,58.908,0,0,0.0,0.0
1570,13138.0,5035.0,170.0,711.0,2703.0,1327,31.7,2.6,44.5,12.4,19.8,2.28,34.8,1327.0,17.230,39.845,25.045,23.450,21.757,50.313,11,42,3.8,0.9
1571,11929.0,4632.0,147.0,722.0,2478.0,1328,31.1,2.8,43.8,13.1,20.6,2.55,29.5,1431.0,15.910,41.050,23.475,22.050,19.908,51.364,5,14,2.8,0.5
1572,7666.0,6272.0,200.0,691.0,1499.0,1329,27.7,2.6,49.3,10.5,33.2,2.22,32.5,895.0,13.808,31.000,19.479,17.850,16.328,36.655,11,39,3.5,2.2
