,Asalariados,Pensionistas,Desempleados,Prestacionistas,Otros_ingresos,Code,Index_Gini,dist_rent_p80_p20,media_edad,percent_menos_18,percernt_mas_65,tama√±o_casa_media,percent_casa_unipersonales,habitantes,Renta neta media por persona ,renta_media_hogar,media_unidad_consumo,mediana_unidad_consumo,renta_bruta_persona,renta_bruta_hogar,viviendas_turisticas,plazas,plaza_vivienda_turistica,percent_vivienda_turistica
1573,8317.0,4243.0,206.0,679.0,1155.0,1330,29.6,2.8,46.8,14.6,26.7,2.42,28.1,1028.0,12.281,29.883,18.007,17.150,14.600,35.526,2,6,3.0,0.4
1574,13813.0,5082.0,219.0,728.0,4808.0,1401,30.6,2.6,44.6,14.1,22.0,2.64,25.3,1990.0,19.157,51.145,28.841,26.250,24.650,65.811,4,10,2.5,0.4
1575,10470.0,4531.0,215.0,611.0,2943.0,1402,34.2,3.4,45.2,13.4,24.4,2.44,31.1,1392.0,15.124,37.221,22.104,19.950,18.769,46.194,3,12,4.0,0.3
1576,7165.0,3517.0,228.0,656.0,1675.0,1403,36.6,3.5,45.4,12.5,24.4,2.14,41.0,767.0,11.253,24.632,15.910,13.650,13.241,28.984,4,13,3.3,0.7
1577,9565.0,4943.0,267.0,648.0,1467.0,1404,31.8,2.8,47.3,11.7,27.0,2.28,33.1,1203.0,14.111,32.402,20.470,17.850,16.889,38.780,3,12,4.0,0.4
1578,7806.0,3692.0,230.0,515.0,1276.0,1405,32.4,3.0,45.3,14.0,24.0,2.23,36.6,878.0,11.531,26.088,16.360,15.050,13.519,30.586,8,19,2.4,1.4
1579,7139.0,3191.0,233.0,346.0,697.0,1406,31.7,2.6,44.6,12.7,23.6,2.19,38.9,1027.0,10.077,22.169,14.346,13.650,11.606,25.534,10,26,2.6,1.4
1580,7573.0,2633.0,251.0,561.0,1552.0,1407,32.5,2.7,43.2,13.1,19.0,2.32,37.4,1000.0,10.814,25.499,15.857,15.050,12.570,29.638,7,13,1.9,1.0
1581,9110.0,2926.0,311.0,547.0,1626.0,1408,32.5,2.7,45.8,12.6,22.9,2.22,36.2,931.0,12.159,27.572,17.351,14.350,14.520,32.927,4,10,2.5,0.6
1582,8607.0,3102.0,264.0,632.0,1942.0,1409,32.2,2.9,43.7,15.8,20.6,2.41,29.1,1113.0,12.146,29.610,17.908,15.750,14.548,35.464,3,11,3.7,0.4
1583,7564.0,3393.0,220.0,586.0,1871.0,1410,35.2,3.4,44.5,14.9,24.2,2.34,33.2,1575.0,11.573,27.219,16.874,14.350,13.634,32.069,8,17,2.1,1.8
1584,8481.0,3461.0,221.0,636.0,1400.0,1412,38.6,3.6,43.7,12.7,19.7,2.29,35.7,1035.0,11.916,27.740,17.383,14.350,14.199,33.056,16,52,3.3,2.0
1585,7491.0,3425.0,269.0,634.0,1086.0,1413,33.9,3.0,44.2,14.3,22.8,2.33,33.9,1507.0,10.984,26.050,15.725,13.650,12.905,30.606,4,17,4.3,0.4
1586,10340.0,4164.0,242.0,479.0,2264.0,1414,30.6,2.9,44.9,15.6,23.0,2.44,28.6,1211.0,14.241,35.340,20.963,18.550,17.488,43.399,7,33,4.7,1.0
1587,9628.0,3824.0,170.0,609.0,1666.0,1415,33.8,3.0,42.2,17.2,20.0,2.33,37.7,1184.0,13.103,30.831,19.305,17.850,15.898,37.410,1,1,1.0,0.1
1588,7537.0,3196.0,224.0,695.0,887.0,1416,33.6,3.1,44.0,13.3,22.1,2.41,35.1,1564.0,10.746,26.212,15.839,15.050,12.539,30.586,8,38,4.8,1.9
1589,8582.0,4324.0,203.0,746.0,1116.0,1418,29.7,2.6,45.9,13.9,27.3,2.49,24.8,1457.0,12.619,31.726,18.830,17.850,14.971,37.637,3,15,5.0,0.4
1590,10757.0,3225.0,252.0,627.0,1246.0,1419,27.5,2.4,43.1,13.5,15.0,2.62,22.1,1692.0,13.311,35.336,19.868,18.550,16.107,42.757,6,17,2.8,0.7
1591,12566.0,3911.0,201.0,660.0,2906.0,1420,32.8,2.8,43.8,13.1,18.2,2.59,24.2,2249.0,16.127,42.167,24.097,21.350,20.243,52.932,5,19,3.8,0.5
1592,17918.0,5522.0,127.0,690.0,6185.0,1421,32.1,2.5,43.1,15.8,19.0,2.69,26.4,1398.0,22.348,60.709,34.168,29.750,30.443,82.699,0,0,0.0,0.0
1593,8633.0,3645.0,316.0,616.0,1204.0,1422,26.5,2.2,46.8,11.7,22.7,2.3,31.9,930.0,12.303,28.571,17.752,16.450,14.414,33.475,2,8,4.0,0.4
1594,11211.0,4686.0,259.0,890.0,1912.0,1423,29.7,2.8,46.9,12.0,24.7,2.38,32.8,1085.0,15.556,37.292,22.548,20.650,18.958,45.448,6,20,3.3,0.9
1595,14099.0,4638.0,223.0,741.0,3066.0,1424,28.4,2.4,43.5,12.7,18.8,2.63,27.4,1259.0,17.900,47.223,26.383,24.150,22.767,60.061,0,0,0.0,0.0
1596,3727.0,2352.0,326.0,587.0,358.0,1501,35.5,3.7,42.0,19.6,20.5,2.68,33.2,1043.0,6.730,18.031,9.904,8.750,7.350,19.694,3,13,4.3,0.5
1597,9354.0,2591.0,248.0,682.0,846.0,1502,33.3,2.9,41.6,18.8,17.5,2.45,32.2,1013.0,11.449,28.227,17.290,15.750,13.721,33.826,1,5,5.0,0.2
1598,6829.0,3137.0,342.0,590.0,1122.0,1503,31.0,2.7,45.3,13.9,23.4,2.46,30.0,1206.0,10.454,26.168,15.405,14.350,12.020,30.087,4,15,3.8,0.8
1599,6939.0,3781.0,261.0,616.0,1087.0,1504,31.8,3.1,44.6,14.6,23.0,2.49,31.5,941.0,10.815,28.618,16.234,15.050,12.685,33.565,4,20,5.0,0.7
1600,4963.0,1933.0,343.0,497.0,339.0,1505,34.4,3.6,40.3,18.9,15.2,2.68,30.0,1485.0,7.242,19.624,10.910,9.450,8.075,21.881,3,6,2.0,0.5
1601,5488.0,2238.0,357.0,523.0,547.0,1506,33.2,3.0,42.1,16.9,18.8,2.69,28.8,1531.0,8.145,22.122,12.302,10.850,9.154,24.862,5,25,5.0,0.9
1602,4058.0,2031.0,385.0,491.0,223.0,1507,32.1,2.7,41.6,17.5,17.6,2.83,27.5,1040.0,6.600,19.127,10.129,9.450,7.188,20.831,2,14,7.0,0.3
1603,3829.0,1458.0,352.0,480.0,165.0,1508,33.9,3.2,39.1,19.7,13.9,2.75,31.6,1195.0,5.754,16.022,8.619,8.050,6.285,17.500,1,2,2.0,0.2
1604,5125.0,1937.0,409.0,546.0,356.0,1510,33.3,3.1,41.2,18.0,16.9,2.58,32.8,1014.0,7.484,19.938,11.128,10.150,8.374,22.308,2,5,2.5,0.5
1605,4224.0,2199.0,318.0,518.0,299.0,1511,33.2,3.2,41.9,15.7,18.6,2.76,28.8,1036.0,6.915,19.125,10.261,9.450,7.558,20.904,2,8,4.0,0.5
1606,6817.0,2744.0,291.0,403.0,867.0,1512,34.3,3.1,42.6,16.8,19.1,2.6,27.8,1387.0,9.519,25.334,14.298,12.250,11.123,29.605,8,27,3.4,1.4
1607,5889.0,3087.0,340.0,590.0,994.0,1513,31.1,2.7,45.6,13.8,21.9,2.65,25.2,1155.0,9.620,25.779,14.439,13.300,10.901,29.213,3,5,1.7,0.6
1608,6009.0,2965.0,337.0,538.0,580.0,1514,34.2,3.4,44.6,14.7,22.5,2.47,29.1,1358.0,9.174,22.908,13.450,12.250,10.428,26.041,3,7,2.3,0.3
1609,6219.0,2551.0,290.0,632.0,733.0,1515,31.6,2.8,43.1,17.2,18.6,2.61,27.9,1395.0,9.117,24.483,13.703,12.250,10.424,27.992,3,5,1.7,0.4
1610,6614.0,2478.0,311.0,583.0,707.0,1516,31.9,3.0,42.3,16.5,18.0,2.62,27.9,1594.0,9.124,24.169,13.890,12.950,10.692,28.322,3,11,3.7,0.5
1611,5211.0,2414.0,338.0,657.0,488.0,1517,33.0,2.9,42.5,16.7,19.2,2.57,30.8,1446.0,8.158,21.471,12.000,10.850,9.109,23.974,3,7,2.3,0.5
1612,6089.0,3360.0,267.0,659.0,723.0,1518,26.5,2.3,46.2,13.4,26.2,2.62,23.0,2109.0,9.781,25.773,14.675,13.650,11.098,29.242,7,24,3.4,0.7
1613,5190.0,3351.0,362.0,552.0,483.0,1519,27.6,2.4,46.6,13.3,27.6,2.66,24.3,1081.0,8.860,23.872,13.210,12.250,9.938,26.774,0,0,0.0,0.0
1614,5615.0,2378.0,315.0,634.0,571.0,1520,30.5,2.5,43.1,15.4,19.5,2.55,27.3,1357.0,8.506,22.063,12.603,11.550,9.512,24.673,1,2,2.0,0.2
1615,6832.0,2573.0,340.0,514.0,752.0,1521,32.2,2.7,42.8,17.2,19.2,2.68,23.6,2150.0,9.626,26.123,14.445,12.950,11.010,29.879,4,12,3.0,0.5
1616,5877.0,2385.0,332.0,516.0,827.0,1522,34.2,3.4,41.3,18.8,18.1,2.88,21.9,1364.0,8.700,25.544,13.490,11.550,9.937,29.174,1,1,1.0,0.2
1617,6875.0,3158.0,229.0,628.0,827.0,1523,29.7,2.4,44.6,14.8,22.9,2.71,19.3,1606.0,10.138,27.683,15.229,13.650,11.719,31.998,0,0,0.0,0.0
1618,8285.0,2900.0,281.0,682.0,1524.0,1524,29.4,2.6,44.1,14.9,19.2,2.75,21.3,1705.0,11.561,31.755,17.277,15.750,13.671,37.550,2,6,3.0,0.2
1619,5891.0,2399.0,329.0,706.0,481.0,1525,33.6,2.8,42.0,17.0,18.5,2.58,29.4,1316.0,8.611,22.382,12.914,10.850,9.807,25.491,3,9,3.0,0.6
1620,6218.0,2092.0,314.0,416.0,586.0,1526,34.6,3.1,40.9,17.3,16.5,2.65,30.1,1261.0,8.456,22.906,12.668,11.200,9.625,26.073,5,14,2.8,0.6
1621,6171.0,2314.0,256.0,515.0,950.0,1527,36.9,3.9,40.3,18.5,15.1,2.7,31.0,981.0,8.794,24.375,13.260,11.550,10.206,28.290,6,19,3.2,1.1
1622,10518.0,1462.0,214.0,546.0,855.0,1528,26.0,2.2,37.3,25.9,7.8,2.78,21.1,1159.0,11.386,31.646,17.560,16.450,13.594,37.782,1,1,1.0,0.1
1623,10487.0,3953.0,284.0,549.0,2103.0,1529,29.6,2.6,44.5,14.3,19.7,2.68,19.3,1057.0,13.966,37.550,20.952,19.250,17.376,46.721,4,7,1.8,0.9
1624,9304.0,3094.0,246.0,785.0,1097.0,1530,28.6,2.5,43.8,14.8,20.7,2.46,26.6,1935.0,12.320,30.358,18.162,17.150,14.527,35.798,0,0,0.0,0.0
1625,6471.0,4189.0,276.0,650.0,860.0,1531,30.4,2.6,46.7,14.4,28.6,2.54,28.3,944.0,10.799,28.631,16.273,15.050,12.445,32.996,3,5,1.7,0.8
1626,6391.0,2868.0,287.0,730.0,1121.0,1532,33.6,2.8,43.1,18.2,22.8,2.64,29.9,846.0,9.927,26.651,14.951,12.250,11.395,30.593,1,2,2.0,0.4
1627,12057.0,2901.0,192.0,608.0,2253.0,1533,33.6,3.1,41.6,16.9,14.8,2.69,23.4,1322.0,13.409,36.435,21.451,18.550,18.010,48.937,5,11,2.2,0.4
1628,15232.0,1898.0,143.0,560.0,2821.0,1534,27.5,2.2,35.4,29.4,9.8,2.87,20.9,1815.0,16.189,46.679,26.109,24.850,20.654,59.553,7,28,4.0,0.9
1629,17948.0,1505.0,173.0,604.0,3769.0,1535,26.9,2.3,34.4,30.2,6.3,2.83,23.3,1505.0,18.388,52.173,29.311,26.950,24.000,68.098,3,7,2.3,0.3
1630,5111.0,2973.0,380.0,718.0,521.0,1536,31.7,2.9,43.4,14.8,21.0,2.65,28.6,1112.0,8.690,23.411,12.966,12.250,9.703,26.139,0,0,0.0,0.0
1631,14030.0,2772.0,237.0,515.0,3010.0,1537,29.3,2.6,40.6,20.1,14.5,2.64,26.9,1606.0,15.986,42.441,24.683,22.050,20.563,54.595,6,12,2.0,0.7
1632,17438.0,1407.0,172.0,522.0,4262.0,1538,26.7,2.2,34.9,29.3,5.9,2.9,22.4,1990.0,18.338,53.162,29.473,25.550,23.802,69.002,11,29,2.6,0.0
1633,6464.0,2856.0,283.0,443.0,915.0,1601,32.4,2.8,44.0,16.3,21.8,2.57,25.3,1643.0,9.549,24.603,14.259,12.250,10.961,28.243,16,48,3.0,1.9
1634,6478.0,2943.0,269.0,608.0,955.0,1602,33.3,2.9,44.2,16.4,22.7,2.54,30.4,1945.0,9.791,25.254,14.445,12.250,11.253,29.024,2,7,3.5,0.2
1635,6044.0,2741.0,307.0,611.0,924.0,1603,32.3,2.6,43.5,16.1,20.9,2.65,26.1,1920.0,9.314,24.828,13.968,12.250,10.627,28.330,5,19,3.8,0.5
1636,5456.0,1954.0,317.0,660.0,473.0,1604,31.3,2.8,42.5,16.5,17.8,2.47,32.6,817.0,7.941,19.779,11.548,10.150,8.860,22.066,4,15,3.8,1.0
1637,6634.0,2463.0,251.0,503.0,727.0,1605,32.5,3.1,40.9,20.9,17.1,2.65,27.6,1625.0,9.238,24.782,13.836,12.250,10.579,28.377,15,43,2.9,2.1
1638,5728.0,3138.0,261.0,697.0,578.0,1606,35.3,3.0,46.5,13.5,25.4,2.42,31.8,1732.0,9.169,22.677,13.358,11.550,10.402,25.727,12,25,2.1,1.1
1639,6068.0,1990.0,296.0,596.0,697.0,1608,34.7,3.1,40.5,18.6,14.7,2.64,27.3,1538.0,8.519,23.070,12.872,11.550,9.647,26.124,12,25,2.1,1.5
1640,5099.0,1643.0,365.0,488.0,308.0,1609,35.0,3.1,40.8,16.9,13.5,2.71,27.9,1174.0,7.060,19.410,10.495,9.100,7.903,21.729,12,24,2.0,1.9
1641,6950.0,2962.0,257.0,937.0,1397.0,1610,32.7,2.7,44.4,15.2,22.5,2.43,32.5,1024.0,10.761,26.666,15.703,13.650,12.503,30.985,10,35,3.5,1.9
1642,7316.0,2821.0,275.0,580.0,588.0,1611,31.6,3.0,42.6,16.3,18.9,2.5,30.7,1334.0,10.092,25.449,14.776,13.650,11.580,29.201,1,6,6.0,0.2
1643,5951.0,2152.0,311.0,526.0,715.0,1612,33.6,2.9,42.8,16.3,17.5,2.65,24.5,921.0,8.553,23.041,12.948,11.550,9.654,26.010,7,33,4.7,1.5
1644,5206.0,2557.0,293.0,535.0,674.0,1613,35.2,3.4,43.0,17.9,21.2,2.69,26.4,1349.0,8.225,22.409,12.201,10.850,9.265,25.242,9,18,2.0,1.3
1645,7554.0,2958.0,278.0,595.0,870.0,1614,26.2,2.2,44.4,15.1,18.8,2.74,18.4,1427.0,10.625,29.198,15.992,15.050,12.255,33.679,0,0,0.0,0.0
1646,6683.0,3716.0,268.0,512.0,716.0,1615,25.7,2.3,46.1,13.9,26.1,2.61,23.2,1555.0,10.446,27.258,15.500,15.050,11.895,31.038,1,4,4.0,0.2
1647,9071.0,4189.0,227.0,645.0,836.0,1616,29.6,2.7,47.6,13.6,27.8,2.51,24.0,1382.0,12.177,31.100,18.073,15.050,14.967,38.225,1,2,2.0,0.1
1648,10565.0,1564.0,287.0,508.0,893.0,1617,28.2,2.6,37.7,22.9,9.9,2.54,28.4,2537.0,11.582,29.570,17.407,16.450,13.816,35.273,3,4,1.3,0.3
1649,6524.0,3223.0,306.0,511.0,811.0,1618,28.1,2.4,45.9,13.8,24.5,2.62,24.4,890.0,10.008,26.547,14.805,13.650,11.375,30.175,0,0,0.0,0.0
1650,9851.0,3279.0,215.0,582.0,1083.0,1619,31.7,2.8,43.6,14.7,18.5,2.48,30.2,1528.0,12.492,31.240,18.368,16.450,15.010,37.537,10,29,2.9,0.7
1651,5865.0,2961.0,276.0,569.0,408.0,1620,31.6,2.8,42.8,16.1,20.2,2.66,25.4,1506.0,8.894,23.787,13.336,12.250,10.078,26.954,2,8,4.0,0.2
1652,4630.0,3033.0,272.0,545.0,526.0,1621,29.1,2.6,45.4,15.1,26.3,2.54,26.8,1214.0,8.148,20.861,11.997,10.850,9.005,23.057,6,15,2.5,0.9
1653,5108.0,2659.0,294.0,565.0,580.0,1622,31.7,3.0,43.1,15.2,20.6,2.5,28.0,954.0,8.261,20.833,12.388,11.550,9.205,23.216,0,0,0.0,0.0
1654,6270.0,1870.0,290.0,464.0,489.0,1623,30.5,2.7,40.3,18.6,13.5,2.86,22.1,2100.0,8.266,23.778,12.539,12.250,9.383,26.991,2,6,3.0,0.3
1655,8363.0,3158.0,307.0,483.0,844.0,1624,27.2,2.4,45.5,12.6,21.0,2.64,19.7,1443.0,11.187,29.606,16.651,15.750,13.156,34.816,0,0,0.0,0.0
1656,6346.0,2694.0,353.0,532.0,726.0,1625,27.0,2.5,43.1,16.0,20.2,2.67,24.7,1288.0,9.361,25.450,14.095,12.950,10.650,28.955,1,2,2.0,0.2
1657,6200.0,3044.0,319.0,534.0,694.0,1626,28.1,2.5,45.4,15.3,24.7,2.53,24.3,1394.0,9.560,24.484,14.243,12.950,10.791,27.637,2,12,6.0,0.3
1658,7117.0,3850.0,286.0,679.0,1560.0,1627,30.3,2.6,45.8,14.7,25.5,2.46,31.5,1357.0,11.411,27.998,16.542,15.050,13.492,33.102,0,0,0.0,0.0
1659,12109.0,4200.0,144.0,849.0,2720.0,1628,29.1,2.4,44.2,16.5,19.4,2.61,25.1,1401.0,16.130,42.393,23.926,21.350,20.023,52.626,2,11,5.5,0.3
1660,15137.0,761.0,170.0,463.0,1932.0,1629,26.1,2.2,31.4,32.5,3.8,2.96,19.0,1682.0,14.712,43.561,24.132,22.750,18.463,54.667,1,7,7.0,0.1
1661,12025.0,1453.0,228.0,635.0,1858.0,1630,28.5,2.5,35.9,25.8,8.2,2.66,25.8,2032.0,13.233,35.288,20.634,19.250,16.199,43.196,0,0,0.0,0.0
1662,8084.0,2932.0,241.0,713.0,1165.0,1701,27.9,2.4,45.4,15.4,22.0,2.4,31.5,1402.0,11.209,26.971,16.581,15.050,13.136,31.607,1,7,7.0,0.1
1663,6637.0,3036.0,235.0,450.0,1982.0,1702,35.2,3.2,44.5,14.0,23.1,2.62,30.1,896.0,10.463,27.485,15.954,13.650,12.339,32.413,4,14,3.5,0.9
1664,7578.0,3695.0,292.0,673.0,1651.0,1703,30.2,2.7,47.2,13.4,25.1,2.53,26.5,1182.0,11.824,29.955,17.810,15.750,13.889,35.187,2,14,7.0,0.3
1665,15296.0,2465.0,164.0,403.0,4917.0,1706,34.8,3.0,39.0,24.8,13.7,2.88,22.6,2278.0,17.458,50.273,28.333,22.750,23.244,66.935,2,4,2.0,0.2
1666,6978.0,3269.0,196.0,618.0,11697.0,1707,31.5,2.5,44.7,18.1,24.7,2.65,27.1,714.0,11.539,30.800,17.361,15.050,22.756,60.741,0,0,0.0,0.0
1667,6917.0,2554.0,272.0,548.0,886.0,1801,26.6,2.3,41.6,20.5,17.7,2.68,22.2,1531.0,9.740,26.168,14.942,14.350,11.178,30.030,1,2,2.0,0.2
1668,6462.0,2633.0,365.0,486.0,872.0,1802,28.5,2.4,42.4,17.7,19.5,2.53,27.2,1048.0,9.538,24.092,14.264,12.950,10.818,27.325,0,0,0.0,0.0
1669,7361.0,2681.0,280.0,535.0,1184.0,1803,33.4,2.7,42.7,16.7,17.6,2.61,23.3,1469.0,10.292,27.067,15.586,14.350,12.041,31.664,3,5,1.7,0.3
1670,9588.0,2907.0,245.0,667.0,1607.0,1804,35.2,3.0,41.1,18.8,16.2,2.61,25.3,2332.0,12.270,32.144,18.711,16.450,15.014,39.333,9,39,4.3,0.8
1671,6153.0,2683.0,280.0,634.0,930.0,1805,34.9,3.4,44.2,15.4,21.7,2.44,29.9,1094.0,9.319,23.255,13.831,12.250,10.680,26.652,5,18,3.6,0.6
1672,4801.0,2832.0,324.0,485.0,568.0,1806,33.3,3.3,43.9,14.4,20.6,2.45,32.0,1308.0,8.014,19.871,11.652,10.850,9.010,22.341,2,10,5.0,0.3
1673,8229.0,1814.0,226.0,551.0,940.0,1807,31.7,2.9,39.6,20.3,12.9,2.41,32.9,1604.0,10.043,24.868,14.894,14.350,11.761,29.123,4,14,3.5,0.3
1674,6828.0,2157.0,295.0,505.0,577.0,1808,33.1,3.0,41.1,18.1,17.1,2.56,26.0,1842.0,9.044,23.193,13.515,12.950,10.363,26.575,11,60,5.5,1.1
1675,6640.0,3126.0,288.0,778.0,789.0,1809,30.9,2.7,45.7,14.2,23.5,2.61,21.9,999.0,10.085,26.698,15.077,13.650,11.622,30.766,4,13,3.3,0.9
1676,6901.0,2124.0,285.0,665.0,512.0,1810,30.7,2.6,41.0,19.3,16.6,2.71,21.5,1048.0,9.168,24.879,14.017,12.950,10.487,28.458,1,5,5.0,0.2
1677,6649.0,2850.0,298.0,556.0,994.0,1901,28.2,2.2,44.8,15.8,22.2,2.59,24.6,1242.0,9.860,25.582,14.807,13.650,11.347,29.440,0,0,0.0,0.0
1678,6508.0,3028.0,285.0,450.0,1069.0,1902,31.9,2.0,46.1,14.4,26.5,2.5,30.3,702.0,9.843,24.626,14.595,12.950,11.340,28.369,2,2,1.0,0.5
1679,7631.0,2552.0,248.0,510.0,1249.0,1903,29.2,2.3,42.9,19.1,20.6,2.65,25.1,1659.0,10.325,27.500,15.948,15.050,12.190,32.466,0,0,0.0,0.0
1680,7905.0,2860.0,240.0,497.0,2136.0,1904,30.4,2.4,44.1,17.2,22.0,2.54,27.4,1132.0,11.326,28.753,16.844,14.350,13.639,34.624,1,2,2.0,0.1
1681,9004.0,2486.0,212.0,614.0,1553.0,1905,30.1,2.5,44.6,17.3,20.2,2.67,22.1,2267.0,11.492,31.022,17.571,15.750,13.869,37.440,0,0,0.0,0.0
1682,8587.0,2813.0,295.0,633.0,1782.0,1906,29.3,2.6,44.2,15.8,21.1,2.56,26.4,1784.0,11.794,30.458,17.841,15.750,14.109,36.437,3,18,6.0,0.3
1683,8468.0,3594.0,252.0,843.0,2066.0,1907,29.0,2.4,47.3,14.7,27.1,2.44,31.9,757.0,12.712,31.800,19.136,17.150,15.223,38.083,9,46,5.1,2.8
1684,11318.0,3897.0,202.0,664.0,3528.0,1908,34.7,2.8,42.5,18.2,18.9,2.32,37.3,1832.0,15.377,35.906,22.683,19.250,19.609,45.788,42,213,5.1,1.3
1685,7720.0,3642.0,191.0,449.0,2027.0,1909,24.2,2.0,48.8,12.7,30.4,2.81,22.4,754.0,11.900,33.560,18.274,17.150,14.030,39.567,2,5,2.5,0.4
1686,4506.0,2553.0,294.0,777.0,521.0,1911,38.7,4.5,42.0,20.5,18.3,2.37,34.9,847.0,7.781,18.701,11.273,9.450,8.651,20.794,2,4,2.0,0.3
1687,8672.0,1353.0,371.0,640.0,679.0,1912,34.1,3.4,37.7,17.1,10.3,2.17,42.2,2017.0,10.075,21.948,14.029,12.950,11.714,25.520,9,39,4.3,1.1
1688,7223.0,3092.0,343.0,469.0,941.0,1913,30.7,2.7,44.8,14.0,20.8,2.53,23.7,1605.0,10.434,26.409,15.347,14.350,12.067,30.542,2,3,1.5,0.2
1689,5891.0,3206.0,314.0,674.0,664.0,1914,27.4,2.2,44.8,14.0,23.7,2.53,25.0,1581.0,9.534,24.237,14.203,12.950,10.749,27.324,2,16,8.0,0.3
1690,8268.0,3123.0,316.0,535.0,1131.0,1915,29.0,2.4,46.1,13.3,22.7,2.46,25.1,991.0,11.419,28.633,16.829,15.050,13.373,33.533,0,0,0.0,0.0
1691,11693.0,3089.0,316.0,721.0,3195.0,1916,35.2,3.0,43.5,16.8,16.7,2.13,42.0,1367.0,15.244,33.034,21.509,17.850,19.015,41.204,59,358,6.1,0.8
